,Unnamed: 0,pop_size,pop_scale,pop_type,pop_infected,n_days,location,variants,cum_infections,cum_deaths,cum_recoveries,rand_seed,avg_age,wild_beta,rel_beta,beta,rel_severe_prob,contacts
489,489,51633,20,hybrid,1000,216,Gambia,alpha,983331.6546771136,1200.0,982168.7986300891,302,22.283012,0.016,1.67,0.02672,1.0,7.228999999999999
490,490,51633,20,hybrid,1000,216,Gambia,delta,1002393.6327883088,1100.0,1001495.1926543922,572,22.134829,0.016,2.2,0.0352,1.0,7.228999999999999
492,492,51633,20,hybrid,1000,216,Gambia,alpha,981083.9422558995,1060.0,979872.9824988733,526,22.203175,0.016,1.67,0.02672,1.0,7.228999999999999
493,493,51633,20,hybrid,1000,216,Mozambique,beta,781944.5800222789,1260.0,781106.2442853232,140,22.338642,0.016,1.0,0.016,1.0,3.366
497,497,51633,20,hybrid,1000,216,Mozambique,beta,786659.0386484636,860.0,785880.488557216,783,22.202917,0.016,1.0,0.016,1.0,3.366
500,500,51633,20,hybrid,1000,216,Gambia,alpha,981917.2616525118,820.0,981172.19999408,36,22.183853,0.016,1.67,0.02672,1.0,7.228999999999999
501,501,51633,20,hybrid,1000,216,Mozambique,beta,775158.7359004357,960.0,773977.8000919102,540,22.278149,0.016,1.0,0.016,1.0,3.366
502,502,51633,20,hybrid,1000,216,Mozambique,beta,785232.1659189498,1000.0,784337.6365508208,227,22.19715,0.016,1.0,0.016,1.0,3.366
503,503,51633,20,hybrid,1000,216,Mozambique,beta,786017.8425334601,1108.916100448256,784664.8716081982,293,22.324766,0.016,1.0,0.016,1.0,3.366
504,504,51633,20,hybrid,1000,216,Gambia,gamma,997741.985651922,1120.0,996528.7931907,977,22.177444,0.016,2.05,0.0327999999999999,1.0,7.228999999999999
505,505,51633,20,hybrid,1000,216,Mozambique,beta,775804.3922541665,1160.0,774235.2114908866,970,22.296583,0.016,1.0,0.016,1.0,3.366
506,506,51633,20,hybrid,1000,216,Mozambique,beta,788120.918752437,920.0,787019.5281237139,487,22.148958,0.016,1.0,0.016,1.0,3.366
507,507,51633,20,hybrid,1000,216,Gambia,alpha,979965.8447206892,1080.0,978906.694544132,966,22.152008,0.016,1.67,0.02672,1.0,7.228999999999999
508,508,51633,20,hybrid,1000,216,Gambia,alpha,979707.1556258092,1400.0,978433.4131492462,757,22.17028,0.016,1.67,0.02672,1.0,7.228999999999999
510,510,51633,20,hybrid,1000,216,Mozambique,beta,784563.4289597042,907.43008370688,783950.9583726538,941,22.371128,0.016,1.0,0.016,1.0,3.366
511,511,51633,20,hybrid,1000,216,Mozambique,gamma,947023.1721255372,1320.0,945512.5970902122,969,22.279362,0.016,2.05,0.0327999999999999,1.0,3.366
517,517,51633,20,hybrid,1000,216,Mozambique,beta,781512.8902550843,1280.0,780298.4581664726,542,22.399992,0.016,1.0,0.016,1.0,3.366
519,519,51633,20,hybrid,1000,216,Gambia,alpha,980855.1823426688,1100.0,979888.530406964,350,22.200281,0.016,1.67,0.02672,1.0,7.228999999999999
525,525,51633,20,hybrid,1000,216,Mozambique,beta,776595.9666927683,1003.5831808,775221.4151133853,163,22.314423,0.016,1.0,0.016,1.0,3.366
529,529,51633,20,hybrid,1000,216,Mozambique,beta,785515.1286154914,1272.8391846454888,784974.5699691311,37,22.114517,0.016,1.0,0.016,1.0,3.366
530,530,51633,20,hybrid,1000,216,Gambia,alpha,981238.3197498766,920.0,980306.3214919184,256,22.112385,0.016,1.67,0.02672,1.0,7.228999999999999
531,531,51633,20,hybrid,1000,216,Mozambique,beta,781555.9963734394,1106.1063421124936,780509.7672678836,882,22.31605,0.016,1.0,0.016,1.0,3.366
536,536,51633,20,hybrid,1000,216,Mozambique,beta,782420.6265279073,1060.0,781567.3650944917,672,22.263048,0.016,1.0,0.016,1.0,3.366
537,537,51633,20,hybrid,1000,216,Mozambique,beta,786195.0845536663,1063.538505183396,785698.7185923829,895,22.169155,0.016,1.0,0.016,1.0,3.366
539,539,51633,20,hybrid,1000,216,Mozambique,beta,784202.267912275,1140.0,783231.1423602423,773,22.222206,0.016,1.0,0.016,1.0,3.366
540,540,51633,20,hybrid,1000,216,Mozambique,beta,785247.424729191,1106.1917364224,784156.579047006,189,22.312534,0.016,1.0,0.016,1.0,3.366
541,541,51633,20,hybrid,1000,216,Gambia,delta,1004287.4348427416,1000.0,1003375.2260524692,693,22.205051,0.016,2.2,0.0352,1.0,7.228999999999999
542,542,51633,20,hybrid,1000,216,Mozambique,beta,789590.5082027359,950.6993205379072,788850.7356229725,606,22.32695,0.016,1.0,0.016,1.0,3.366
543,543,51633,20,hybrid,1000,216,Gambia,alpha,981490.7739324776,1040.0,980432.9118758388,461,22.115498,0.016,1.67,0.02672,1.0,7.228999999999999
547,547,51633,20,hybrid,1000,216,Gambia,alpha,979674.6075707452,1180.0,978530.3477315146,924,22.097904,0.016,1.67,0.02672,1.0,7.228999999999999
548,548,51633,20,hybrid,1000,216,Mozambique,beta,778608.1782581187,920.0,777734.0057788901,960,22.330431,0.016,1.0,0.016,1.0,3.366
549,549,51633,20,hybrid,1000,216,Mozambique,alpha,917251.2557007412,1080.0,916490.6345462408,791,22.321941,0.016,1.67,0.02672,1.0,3.366
557,557,51633,20,hybrid,1000,216,Mozambique,beta,782420.6265279073,1060.0,781567.3650944917,672,22.263048,0.016,1.0,0.016,1.0,3.366
559,559,51633,20,hybrid,1000,216,Mozambique,beta,782394.6765537781,1060.0,781119.0128037793,419,22.226217,0.016,1.0,0.016,1.0,3.366
560,560,51633,20,hybrid,1000,216,Gambia,alpha,980574.0398737416,1400.0,979188.0503377178,779,22.178333,0.016,1.67,0.02672,1.0,7.228999999999999
561,561,51633,20,hybrid,1000,216,Gambia,alpha,980054.056219202,960.0,979216.9865533984,968,22.244614,0.016,1.67,0.02672,1.0,7.228999999999999
563,563,51633,20,hybrid,1000,216,Mozambique,beta,783539.7979923809,1120.0,782599.8028031107,221,22.377012,0.016,1.0,0.016,1.0,3.366
564,564,51633,20,hybrid,1000,216,Gambia,alpha,982555.031026268,1060.0,981428.0120993952,828,22.15402,0.016,1.67,0.02672,1.0,7.228999999999999
566,566,51633,20,hybrid,1000,216,Mozambique,beta,787113.0445925358,1120.0,785922.3076620242,545,22.255018,0.016,1.0,0.016,1.0,3.366
569,569,51633,20,hybrid,1000,216,Gambia,alpha,979969.6918611972,960.0,978751.6508929416,125,22.260618,0.016,1.67,0.02672,1.0,7.228999999999999
570,570,51633,20,hybrid,1000,216,Gambia,delta,1003487.3396259648,1040.0,1002382.529862434,273,22.259617,0.016,2.2,0.0352,1.0,7.228999999999999
573,573,51633,20,hybrid,1000,216,Mozambique,gamma,949315.9110270718,1260.0,948217.725174803,369,22.312412,0.016,2.05,0.0327999999999999,1.0,3.366
574,574,51633,20,hybrid,1000,216,Gambia,gamma,998601.9491980936,1080.0,997583.8207741284,965,22.237001,0.016,2.05,0.0327999999999999,1.0,7.228999999999999
576,576,51633,20,hybrid,1000,216,Mozambique,beta,788078.6903360758,1000.0,786985.1742603553,22,22.411745,0.016,1.0,0.016,1.0,3.366
578,578,51633,20,hybrid,1000,216,Mozambique,beta,782122.9149505025,1240.0,780801.125421037,172,22.282717,0.016,1.0,0.016,1.0,3.366
579,579,51633,20,hybrid,1000,216,Mozambique,beta,781049.2240320569,920.0,780312.885664636,462,22.277628,0.016,1.0,0.016,1.0,3.366
582,582,51633,20,hybrid,1000,216,Mozambique,beta,778446.956842137,920.0,777414.6907037073,410,22.216051,0.016,1.0,0.016,1.0,3.366
583,583,51633,20,hybrid,1000,216,Mozambique,beta,789778.3684501911,1040.0,788464.7393693503,756,22.295025,0.016,1.0,0.016,1.0,3.366
585,585,51633,20,hybrid,1000,216,Gambia,alpha,978701.0006619622,1200.0,977494.0199166812,352,22.117647,0.016,1.67,0.02672,1.0,7.228999999999999
586,586,51633,20,hybrid,1000,216,Mozambique,beta,791200.7205448658,1240.0,790431.0129808284,425,22.296255,0.016,1.0,0.016,1.0,3.366
587,587,51633,20,hybrid,1000,216,Mozambique,delta,963237.0191353572,1380.0,962029.1987871416,486,22.248274,0.016,2.2,0.0352,1.0,3.366
589,589,51633,20,hybrid,1000,216,Mozambique,beta,782508.9380161444,840.0,781644.7171155491,317,22.236244,0.016,1.0,0.016,1.0,3.366
590,590,51633,20,hybrid,1000,216,Gambia,delta,1001688.0052433676,940.0,1000579.9968946478,436,22.228083,0.016,2.2,0.0352,1.0,7.228999999999999
592,592,51633,20,hybrid,1000,216,Gambia,alpha,980601.6130557064,1060.0,979498.209033604,922,22.038794,0.016,1.67,0.02672,1.0,7.228999999999999
595,595,51633,20,hybrid,1000,216,Gambia,alpha,981838.2175432376,1180.0,980564.6460450182,157,22.25577,0.016,1.67,0.02672,1.0,7.228999999999999
597,597,51633,20,hybrid,1000,216,Gambia,alpha,979558.8120465502,1060.0,978634.5821006696,41,22.211716,0.016,1.67,0.02672,1.0,7.228999999999999
600,600,51633,20,hybrid,1000,216,Mozambique,alpha,921205.269336654,1160.0,920235.0361977414,763,22.44965,0.016,1.67,0.02672,1.0,3.366
601,601,51633,20,hybrid,1000,216,Gambia,alpha,981726.170400156,900.0,981019.235225322,340,22.155777,0.016,1.67,0.02672,1.0,7.228999999999999
603,603,51633,20,hybrid,1000,216,Mozambique,beta,785147.7884833954,840.0,784265.5781319421,211,22.29009,0.016,1.0,0.016,1.0,3.366
604,604,51633,20,hybrid,1000,216,Mozambique,beta,785190.4705240844,1020.0,784132.1532368783,828,22.236465,0.016,1.0,0.016,1.0,3.366
607,607,51633,20,hybrid,1000,216,Gambia,gamma,996527.090771347,760.0,995669.793985992,332,22.272297,0.016,2.05,0.0327999999999999,1.0,7.228999999999999
612,612,51633,20,hybrid,1000,216,Mozambique,beta,784047.750978638,1024.29981696,783236.7107439416,618,22.217222,0.016,1.0,0.016,1.0,3.366
615,615,51633,20,hybrid,1000,216,Mozambique,beta,780981.3888262841,960.0,779800.7792459128,675,22.224077,0.016,1.0,0.016,1.0,3.366
617,617,51633,20,hybrid,1000,216,Mozambique,beta,787911.4912328271,905.159780352,786740.5926996619,583,22.22698,0.016,1.0,0.016,1.0,3.366
619,619,51633,20,hybrid,1000,216,Gambia,alpha,977687.854046975,1140.0,976612.9951529908,458,22.05793,0.016,1.67,0.02672,1.0,7.228999999999999
621,621,51633,20,hybrid,1000,216,Mozambique,beta,785135.9124037039,1020.0,784047.9775260319,377,22.238619,0.016,1.0,0.016,1.0,3.366
622,622,51633,20,hybrid,1000,216,Gambia,alpha,982010.020532766,1000.0,981024.4115697566,132,22.150267,0.016,1.67,0.02672,1.0,7.228999999999999
623,623,51633,20,hybrid,1000,216,Mozambique,beta,783703.5345465242,920.0,782655.3026654334,909,22.289019,0.016,1.0,0.016,1.0,3.366
624,624,51633,20,hybrid,1000,216,Gambia,gamma,997263.401215976,1224.265905101125,996061.5495579808,696,22.155497,0.016,2.05,0.0327999999999999,1.0,7.228999999999999
626,626,51633,20,hybrid,1000,216,Mozambique,delta,962637.2932725968,1420.0,960971.94897187,175,22.323893,0.016,2.2,0.0352,1.0,3.366
628,628,51633,20,hybrid,1000,216,Gambia,alpha,979181.2837880864,1200.0,978216.1347693912,240,22.09863,0.016,1.67,0.02672,1.0,7.228999999999999
630,630,51633,20,hybrid,1000,216,Mozambique,beta,781960.9994432506,1180.0,780696.1852236184,692,22.415272,0.016,1.0,0.016,1.0,3.366
634,634,51633,20,hybrid,1000,216,Gambia,alpha,981198.440020752,1020.0,980193.3604658142,188,22.236225,0.016,1.67,0.02672,1.0,7.228999999999999
638,638,51633,20,hybrid,1000,216,Mozambique,beta,781287.3949532008,840.0,780198.3492349405,647,22.213938,0.016,1.0,0.016,1.0,3.366
639,639,51633,20,hybrid,1000,216,Gambia,alpha,978107.1051843856,940.0,977029.853724903,313,22.196226,0.016,1.67,0.02672,1.0,7.228999999999999
640,640,51633,20,hybrid,1000,216,Mozambique,beta,788531.1330633546,1120.0,787354.2749932248,635,22.384869,0.016,1.0,0.016,1.0,3.366
641,641,51633,20,hybrid,1000,216,Gambia,alpha,977939.9256168396,940.0,977140.9361541366,704,22.04111,0.016,1.67,0.02672,1.0,7.228999999999999
644,644,51633,20,hybrid,1000,216,Mozambique,beta,775804.3922541665,1160.0,774235.2114908866,970,22.296583,0.016,1.0,0.016,1.0,3.366
646,646,51633,20,hybrid,1000,216,Gambia,alpha,979067.0086804426,1020.0,978155.1463107168,498,22.212112,0.016,1.67,0.02672,1.0,7.228999999999999
647,647,51633,20,hybrid,1000,216,Gambia,alpha,980267.319635509,1000.0,979036.2424633176,229,22.202726,0.016,1.67,0.02672,1.0,7.228999999999999
648,648,51633,20,hybrid,1000,216,Gambia,delta,1003041.587122022,960.0,1002139.6422787549,468,21.998266,0.016,2.2,0.0352,1.0,7.228999999999999
650,650,51633,20,hybrid,1000,216,Gambia,alpha,983681.221948208,1260.0,982522.5855071878,505,22.286407,0.016,1.67,0.02672,1.0,7.228999999999999
651,651,51633,20,hybrid,1000,216,Mozambique,beta,781747.5653580488,1110.6993205379072,780832.0760823637,405,22.155869,0.016,1.0,0.016,1.0,3.366
653,653,51633,20,hybrid,1000,216,Mozambique,beta,784802.3791679483,1179.0309210678886,783669.8383259452,584,22.344482,0.016,1.0,0.016,1.0,3.366
654,654,51633,20,hybrid,1000,216,Mozambique,beta,783460.4997131879,1000.0,782077.7523891567,523,22.290403,0.016,1.0,0.016,1.0,3.366
655,655,51633,20,hybrid,1000,216,Gambia,alpha,979881.0601195024,1160.0,978683.0724709668,347,22.165424,0.016,1.67,0.02672,1.0,7.228999999999999
656,656,51633,20,hybrid,1000,216,Gambia,beta,903021.5725449284,920.0,901805.1092545995,825,22.179167,0.016,1.0,0.016,1.0,7.228999999999999
657,657,51633,20,hybrid,1000,216,Mozambique,beta,783672.9628994553,1078.4884258895036,782876.0989816627,762,22.233198,0.016,1.0,0.016,1.0,3.366
658,658,51633,20,hybrid,1000,216,Mozambique,gamma,951121.9304949084,1260.0,949836.4667405492,170,22.21445,0.016,2.05,0.0327999999999999,1.0,3.366
669,669,51633,20,hybrid,1000,216,Mozambique,beta,782126.883628192,940.0,780913.7844977141,987,22.298172,0.016,1.0,0.016,1.0,3.366
670,670,51633,20,hybrid,1000,216,Mozambique,beta,780855.5395698508,976.8910569603072,779944.9365320472,261,22.278545,0.016,1.0,0.016,1.0,3.366
671,671,51633,20,hybrid,1000,216,Mozambique,beta,776438.5705262291,940.0,775330.2060167593,248,22.250704,0.016,1.0,0.016,1.0,3.366
674,674,51633,20,hybrid,1000,216,Gambia,alpha,980286.0020429768,1080.0,979186.7173023808,477,22.077564,0.016,1.67,0.02672,1.0,7.228999999999999
677,677,51633,20,hybrid,1000,216,Gambia,alpha,979532.6598943396,920.0,978644.3933527194,890,22.235321,0.016,1.67,0.02672,1.0,7.228999999999999
683,683,51633,20,hybrid,1000,216,Gambia,beta,898058.8970503468,980.0,896794.4501140103,631,22.119183,0.016,1.0,0.016,1.0,7.228999999999999
686,686,51633,20,hybrid,1000,216,Gambia,beta,898305.5569016945,1120.0,897059.4567099761,582,22.27237,0.016,1.0,0.016,1.0,7.228999999999999
687,687,51633,20,hybrid,1000,216,Gambia,delta,1003009.098830084,1160.0,1001947.2465836256,176,22.21526,0.016,2.2,0.0352,1.0,7.228999999999999
692,692,51633,20,hybrid,1000,216,Gambia,delta,1000639.6419275188,1000.0,999519.8018160702,376,22.239124,0.016,2.2,0.0352,1.0,7.228999999999999
693,693,51633,20,hybrid,1000,216,Gambia,alpha,982406.28030256,1160.0,981165.7380276666,845,22.34468,0.016,1.67,0.02672,1.0,7.228999999999999
695,695,51633,20,hybrid,1000,216,Gambia,gamma,1000152.8846977476,960.0,998972.9418691596,179,22.074528,0.016,2.05,0.0327999999999999,1.0,7.228999999999999
697,697,51633,20,hybrid,1000,216,Gambia,alpha,982101.5802848724,1060.0,981152.4124122788,168,22.241533,0.016,1.67,0.02672,1.0,7.228999999999999
699,699,51633,20,hybrid,1000,216,Mozambique,beta,784179.3830780702,1140.0,782585.6884379748,502,22.303242,0.016,1.0,0.016,1.0,3.366
700,700,51633,20,hybrid,1000,216,Mozambique,beta,785143.3328784864,1127.43008370688,783901.3691932911,959,22.290672,0.016,1.0,0.016,1.0,3.366
705,705,51633,20,hybrid,1000,216,Gambia,alpha,979788.6597891048,1120.0,978695.666650755,388,22.193491,0.016,1.67,0.02672,1.0,7.228999999999999
707,707,51633,20,hybrid,1000,216,Gambia,beta,903703.8350012462,960.0,902868.5502682268,977,22.177444,0.016,1.0,0.016,1.0,7.228999999999999
708,708,51633,20,hybrid,1000,216,Gambia,alpha,979329.6782453848,980.0,978423.802654912,491,22.06755,0.016,1.67,0.02672,1.0,7.228999999999999
710,710,51633,20,hybrid,1000,216,Mozambique,beta,787673.3477234459,1120.0,786687.9466577793,619,22.241692,0.016,1.0,0.016,1.0,3.366
711,711,51633,20,hybrid,1000,216,Gambia,alpha,981865.8636912804,1100.0,980763.3094627796,419,22.147223,0.016,1.67,0.02672,1.0,7.228999999999999
712,712,51633,20,hybrid,1000,216,Gambia,beta,897165.651814505,1040.0,896100.5670265619,41,22.211716,0.016,1.0,0.016,1.0,7.228999999999999
713,713,51633,20,hybrid,1000,216,Gambia,gamma,997218.4167281376,980.0,996440.778241867,196,22.027746,0.016,2.05,0.0327999999999999,1.0,7.228999999999999
715,715,51633,20,hybrid,1000,216,Gambia,alpha,978949.862323177,1200.0,977716.7143113242,905,22.29528,0.016,1.67,0.02672,1.0,7.228999999999999
716,716,51633,20,hybrid,1000,216,Mozambique,beta,781361.0605940017,1005.159780352,780518.2882741616,973,22.362923,0.016,1.0,0.016,1.0,3.366
718,718,51633,20,hybrid,1000,216,Gambia,alpha,980137.6845459604,1020.0,979036.3788826008,926,22.267517,0.016,1.67,0.02672,1.0,7.228999999999999
720,720,51633,20,hybrid,1000,216,Mozambique,gamma,952310.3274532186,1414.2614340518028,950463.7010854284,321,22.371815,0.016,2.05,0.0327999999999999,1.0,3.366
721,721,51633,20,hybrid,1000,216,Gambia,alpha,980030.0481573814,960.0,979263.1484293644,20,22.183537,0.016,1.67,0.02672,1.0,7.228999999999999
724,724,51633,20,hybrid,1000,216,Mozambique,beta,771894.7308780446,995.4070215745865,770783.9434106288,702,22.227657,0.016,1.0,0.016,1.0,3.366
725,725,51633,20,hybrid,1000,216,Mozambique,beta,777660.2179201129,980.0,776641.7301218946,288,22.271515,0.016,1.0,0.016,1.0,3.366
726,726,51633,20,hybrid,1000,216,Gambia,alpha,980834.0077974044,1280.0,979748.69145425,525,22.134611,0.016,1.67,0.02672,1.0,7.228999999999999
727,727,51633,20,hybrid,1000,216,Mozambique,beta,780490.6848802399,1235.4070215745865,779244.7064762486,768,22.189894,0.016,1.0,0.016,1.0,3.366
729,729,51633,20,hybrid,1000,216,Gambia,alpha,979114.339140854,960.0,978198.9153001012,190,22.185356,0.016,1.67,0.02672,1.0,7.228999999999999
730,730,51633,20,hybrid,1000,216,Gambia,beta,901166.7334135805,1100.0,900348.9967843136,822,22.207363,0.016,1.0,0.016,1.0,7.228999999999999
734,734,51633,20,hybrid,1000,216,Gambia,alpha,979052.3926395578,1160.0,977771.8236747052,992,22.14872,0.016,1.67,0.02672,1.0,7.228999999999999
736,736,51633,20,hybrid,1000,216,Mozambique,gamma,952086.0913475016,1260.0,951046.9430235798,530,22.320677,0.016,2.05,0.0327999999999999,1.0,3.366
738,738,51633,20,hybrid,1000,216,Mozambique,beta,777999.9241685539,900.0,776864.8240166289,366,22.178646,0.016,1.0,0.016,1.0,3.366
740,740,51633,20,hybrid,1000,216,Mozambique,beta,785694.9056986162,1000.0,784790.565178405,872,22.25659,0.016,1.0,0.016,1.0,3.366
741,741,51633,20,hybrid,1000,216,Gambia,alpha,979768.055754657,1000.0,978807.2156877528,94,22.08454,0.016,1.67,0.02672,1.0,7.228999999999999
742,742,51633,20,hybrid,1000,216,Gambia,alpha,981891.438546249,1200.0,980952.3823865846,822,22.207363,0.016,1.67,0.02672,1.0,7.228999999999999
